연도,번호,학교명,학교유형,설립,지역,대학규모,직원-정규직-사서자격증 소지자,사서자격증 미소지자,비정규직-사서자격증 소지자,사서자격증 미소지자,합계-사서자격증 소지자,사서자격증 미소지자,계,사서자격증 보유현황-정규직-1급 정사서,2급 정사서,준사서,합계,비정규직-1급 정사서,2급 정사서,준사서,합계,직원교육현황-참여시간,참여인원,"재학생 1,000명당 도서관 직원수-정규직-사서",비사서,비정규직-사서,비사서,재학생수(당해년도),"재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수-사서직원수 정규직",사서직원수 비정규직,재학생수(전년도),"재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간-교육 참여시간,도서관직원수 정규직,도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간
2016,383,한국승강기대학교,전문대학,사립,경남,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,35,3,1,0,0,1,592,2.5,1,0,592,1.7000000476837158,35,1,1,17.5
2016,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,385,한국열린사이버대학교,대학,사립,서울,B그룹,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4003,0.30000001192092896,0,0,4003,0.0,0,1,1,0.0
2016,386,한국영상대학교,전문대학,사립,세종,B그룹,2,1,0,2,2,3,5,0,2,0,2,0,0,0,0,19,2,2,1,0,2,3445,1.100000023841858,2,0,3445,0.6000000238418579,19,3,2,3.799999952316284
2016,387,한국예술종합학교,대학,국립,서울,C그룹,8,0,8,0,16,0,16,0,7,1,8,0,6,2,8,552,70,8,0,8,0,2583,5.599999904632568,8,8,2583,6.199999809265137,552,8,8,34.5
2016,388,한국외국어대학교,대학,사립,서울,A그룹,25,0,0,2,25,2,27,3,18,4,25,0,0,0,0,587,72,25,0,0,2,19131,1.399999976158142,25,0,19131,1.2999999523162842,587,25,2,21.700000762939453
2016,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,30,2,1,0,0,0,105,9.5,1,0,105,9.5,30,1,0,30.0
2016,390,한국전통문화대학교,대학,국립,충남,C그룹,3,0,5,0,8,0,8,1,2,0,3,0,5,0,5,261,9,3,0,5,0,676,10.399999618530273,3,5,676,11.800000190734863,261,3,5,32.599998474121094
2016,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,393,한국체육대학교,대학,국립,서울,C그룹,4,0,0,0,4,0,4,2,2,0,4,0,0,0,0,382,80,4,0,0,0,3047,1.2999999523162842,4,0,3047,1.2999999523162842,382,4,0,95.5
2016,394,한국침례신학대학교,대학,사립,대전,C그룹,2,2,0,6,2,8,10,0,2,0,2,0,0,0,0,67,18,2,2,0,6,2406,2.700000047683716,2,0,2406,0.800000011920929,67,4,6,6.699999809265137
2016,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0.0,0,0,608,0.0,0,0,0,0.0
2016,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,67,11,0,1,0,0,1484,0.5,0,0,1484,0.0,67,1,0,67.0
2016,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027,0.800000011920929,0,0,1027,0.0,0,1,0,0.0
2016,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2360,0.20000000298023224,0,0,2360,0.0,0,0,1,0.0
2016,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,97,8.199999809265137,0,0,97,0.0,6,1,0,6.0
2016,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,386,1.2999999523162842,0,0,386,0.0,0,0,1,0.0
2016,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,0.0,0,0,1076,0.0,0,0,0,0.0
2016,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,553,0.8999999761581421,0,0,553,0.0,0,0,1,0.0
2016,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,803,1.600000023841858,0,0,803,0.0,0,1,1,0.0
2016,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0.0,0,0,272,0.0,0,0,0,0.0
2016,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0.0,0,0,808,0.0,0,0,0,0.0
2016,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.0,0,0,100,0.0,0,0,0,0.0
2016,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,289,0.0,0,0,289,0.0,6,0,0,0.0
2016,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,547,0.8999999761581421,0,0,547,0.0,0,0,1,0.0
2016,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,14,1,0,1,0,0,607,1.2999999523162842,0,0,607,0.0,14,1,0,14.0
2016,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1069,0.5,0,0,1069,0.0,6,0,1,6.0
2016,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,379,2.0999999046325684,0,0,379,0.0,0,1,0,0.0
2016,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,18.200000762939453,0,0,44,0.0,0,1,0,0.0
2016,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1042,0.5,0,0,1042,0.0,0,0,1,0.0
2016,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,6,1,0,1,0,1,881,1.5,0,0,881,0.0,6,1,1,3.0
2016,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0.0,0,0,1477,0.0,0,0,0,0.0
2016,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0.0,0,0,377,0.0,0,0,0,0.0
2016,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,545,2.4000000953674316,0,0,545,0.0,0,1,1,0.0
2016,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0.0,0,0,566,0.0,0,0,0,0.0
2016,427,한국학대학원,대학원대학,국립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,428,한국항공대학교,대학,사립,경기,C그룹,4,3,0,0,4,3,7,1,2,1,4,0,0,0,0,20,4,4,3,0,0,4616,1.399999976158142,4,0,4616,0.8999999761581421,20,7,0,2.9000000953674316
2016,429,한남대학교,대학,사립,대전,A그룹,10,0,4,3,14,3,17,6,4,0,10,0,4,0,4,497,98,10,0,4,3,13290,1.100000023841858,10,4,13290,1.100000023841858,497,10,7,29.200000762939453
2016,430,한동대학교,대학,사립,경북,C그룹,4,1,1,0,5,1,6,0,3,1,4,0,1,0,1,105,10,4,1,1,0,4359,1.2999999523162842,4,1,4359,1.100000023841858,105,5,1,17.5
2016,431,한라대학교,대학,사립,강원,C그룹,1,3,2,0,3,3,6,1,0,0,1,0,1,1,2,123,18,1,3,2,0,4120,1.2000000476837158,1,2,4120,0.699999988079071,123,4,2,20.5
2016,432,한려대학교,대학,사립,전남,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,721,1.399999976158142,1,0,721,1.399999976158142,0,1,0,0.0
2016,433,한림국제대학원대학교,대학원대학,사립,서울,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193,2.5999999046325684,0,0,193,0.0,0,0,1,0.0
2016,434,한림대학교,대학,사립,강원,B그룹,9,2,0,3,9,5,14,2,5,2,9,0,0,0,0,135,29,9,2,0,3,9001,1.2999999523162842,9,0,9001,1.0,135,11,3,9.600000381469727
2016,435,한림성심대학교,전문대학,사립,강원,B그룹,2,1,0,0,2,1,3,0,2,0,2,0,0,0,0,71,11,2,1,0,0,3315,0.800000011920929,2,0,3315,0.6000000238418579,71,3,0,23.700000762939453
2016,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,437,한반도국제대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,56,14.300000190734863,0,0,56,0.0,3,1,0,3.0
2016,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,439,한서대학교,대학,사립,충남,B그룹,3,1,1,8,4,9,13,0,2,1,3,0,0,1,1,203,37,3,1,1,8,7903,1.100000023841858,3,1,7903,0.5,203,4,9,15.600000381469727
2016,440,한성대학교,대학,사립,서울,B그룹,7,0,9,0,16,0,16,2,5,0,7,0,9,0,9,394,45,7,0,9,0,7454,1.899999976158142,7,9,7454,2.0999999046325684,394,7,9,24.600000381469727
2016,441,한세대학교,대학,사립,경기,C그룹,3,1,0,2,3,3,6,0,2,1,3,0,0,0,0,157,6,3,1,0,2,3664,1.2999999523162842,3,0,3664,0.800000011920929,157,4,2,26.200000762939453
2016,442,한신대학교,대학,사립,경기,B그룹,2,2,3,0,5,2,7,1,1,0,2,0,3,0,3,153,7,2,2,3,0,5761,1.0,2,3,5761,0.8999999761581421,153,4,3,21.899999618530273
2016,443,한양대학교,대학,사립,서울,A그룹,22,1,3,0,25,1,26,11,9,2,22,0,2,1,3,546,134,22,1,3,0,22624,1.100000023841858,22,3,22624,1.100000023841858,546,23,3,21.0
2016,444,한양대학교(ERICA),대학,사립,경기,A그룹,8,2,3,0,11,2,13,4,3,1,8,0,3,0,3,597,23,8,2,3,0,10441,1.100000023841858,8,3,10441,1.100000023841858,597,10,3,45.900001525878906
2016,445,한양여자대학교,전문대학,사립,서울,A그룹,2,0,3,0,5,0,5,0,1,1,2,0,3,0,3,110,16,2,0,3,0,6726,0.699999988079071,2,3,6726,0.699999988079071,110,2,3,22.0
2016,446,한영대학교,전문대학,사립,전남,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,1386,0.4000000059604645,0,0,1386,0.0,6,0,1,6.0
2016,447,한일장신대학교,대학,사립,전북,C그룹,2,1,0,0,2,1,3,1,1,0,2,0,0,0,0,52,5,2,1,0,0,1217,2.299999952316284,2,0,1217,1.600000023841858,52,3,0,17.299999237060547
2016,448,한중대학교,대학,사립,강원,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1145,0.699999988079071,0,0,1145,0.0,0,1,0,0.0
2016,449,합동신학대학원대학교,대학원대학,사립,경기,-,3,0,0,0,3,0,3,0,2,1,3,0,0,0,0,103,8,3,0,0,0,304,9.899999618530273,3,0,304,9.899999618530273,103,3,0,34.29999923706055
2016,450,해군사관학교,기타,기타,경남,-,6,0,0,0,6,0,6,2,4,0,6,0,0,0,0,63,3,6,0,0,0,0,0.0,6,0,0,0.0,63,6,0,10.5
2016,451,협성대학교,대학,사립,경기,C그룹,4,1,0,3,4,4,8,1,1,2,4,0,0,0,0,167,23,4,1,0,3,4894,1.2999999523162842,4,0,4894,0.800000011920929,167,5,3,20.899999618530273
2016,452,혜전대학교,전문대학,사립,충남,B그룹,1,0,2,0,3,0,3,1,0,0,1,0,2,0,2,102,3,1,0,2,0,3126,0.800000011920929,1,2,3126,1.0,102,1,2,34.0
2016,453,호남대학교,대학,사립,광주,B그룹,2,4,1,5,3,9,12,0,2,0,2,1,0,0,1,338,37,2,4,1,5,8000,1.100000023841858,2,1,8000,0.4000000059604645,338,6,6,28.200000762939453
2016,454,호남신학대학교,대학,사립,광주,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,58,4,1,1,0,0,986,1.7999999523162842,1,0,986,1.0,58,2,0,29.0
2016,455,호산대학교,전문대학,사립,경북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,32,3,1,0,0,1,2001,0.699999988079071,1,0,2001,0.5,32,1,1,16.0
2016,456,호서대학교,대학,사립,충남,A그룹,4,0,14,3,18,3,21,1,3,0,4,0,14,0,14,921,97,4,0,14,3,13785,1.2000000476837158,4,14,13785,1.2999999523162842,921,4,17,43.900001525878906
2016,457,호원대학교,대학,사립,전북,B그룹,4,1,0,2,4,3,7,0,4,0,4,0,0,0,0,107,15,4,1,0,2,5782,1.0,4,0,5782,0.699999988079071,107,5,2,15.300000190734863
2016,458,홍익대학교,대학,사립,서울,A그룹,16,4,7,6,23,10,33,3,12,1,16,0,7,0,7,451,93,16,4,7,6,21953,1.2999999523162842,16,7,21953,1.0,451,20,13,13.699999809265137
2016,459,화성의과학대학교,대학,사립,경기,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,815,1.0,0,0,815,0.0,0,1,0,0.0
2016,460,화신사이버대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0.0,0,0,1210,0.0,0,0,0,0.0
2016,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,36,2,2,0,0,0,445,4.5,2,0,445,4.5,36,2,0,18.0
